drugname1	drugname2	cell_line	hsa
VINORELBINE	PD325901	A2058	-3.8725
VINORELBINE	SORAFENIB	A2058	1.8775
VINORELBINE	SUNITINIB	A2058	3.5424999999999995
VINORELBINE	TEMOZOLOMIDE	A2058	-1.1425
VINORELBINE	ZOLINZA	A2058	-2.327500000000001
ZOLINZA	ABT-888	A2058	10.3725
ZOLINZA	AZD1775	A2058	12.8625
ZOLINZA	BEZ-235	A2058	11.365
ZOLINZA	BORTEZOMIB	A2058	8.1125
ZOLINZA	DASATINIB	A2058	13.0825
ZOLINZA	DINACICLIB	A2058	-1.7999999999999998
ZOLINZA	ERLOTINIB	A2058	10.3275
ZOLINZA	GELDANAMYCIN	A2058	6.494999999999999
ZOLINZA	GEMCITABINE	A2058	9.145
ZOLINZA	LAPATINIB	A2058	8.93
ZOLINZA	MK-2206	A2058	8.8575
ZOLINZA	MK-4827	A2058	5.5325
ZOLINZA	MK-5108	A2058	3.17
ZOLINZA	MK-8669	A2058	11.505
ZOLINZA	MK-8776	A2058	15.0125
ZOLINZA	OXALIPLATIN	A2058	10.5125
ZOLINZA	PD325901	A2058	6.0775
ZOLINZA	SN-38	A2058	8.639999999999999
ZOLINZA	SORAFENIB	A2058	14.6075
ZOLINZA	SUNITINIB	A2058	10.84
ZOLINZA	TEMOZOLOMIDE	A2058	13.5275
ZOLINZA	TOPOTECAN	A2058	8.49
5-FU	ABT-888	A2780	10.857500000000002
5-FU	AZD1775	A2780	21.13
5-FU	BEZ-235	A2780	9.3
5-FU	BORTEZOMIB	A2780	5.21
5-FU	DASATINIB	A2780	19.74
5-FU	DINACICLIB	A2780	3.6075
5-FU	ERLOTINIB	A2780	18.39
5-FU	GELDANAMYCIN	A2780	7.0375
5-FU	L778123	A2780	12.055
5-FU	LAPATINIB	A2780	16.735
5-FU	MK-2206	A2780	14.55
5-FU	MK-4827	A2780	14.2425
5-FU	MK-5108	A2780	13.455
5-FU	MK-8669	A2780	14.37
5-FU	MK-8776	A2780	11.5025
5-FU	PD325901	A2780	14.4875
5-FU	SORAFENIB	A2780	10.35
5-FU	SUNITINIB	A2780	17.305
5-FU	TEMOZOLOMIDE	A2780	6.2175
5-FU	ZOLINZA	A2780	9.7925
ABT-888	BEZ-235	A2780	16.555
ABT-888	DINACICLIB	A2780	6.9775
ABT-888	GELDANAMYCIN	A2780	9.0575
ABT-888	MK-8669	A2780	-13.075
ABT-888	MK-8776	A2780	17.295
ABT-888	OXALIPLATIN	A2780	16.517500000000002
ABT-888	SN-38	A2780	20.1
ABT-888	SORAFENIB	A2780	11.2
ABT-888	TOPOTECAN	A2780	11.8325
AZD1775	ABT-888	A2780	12.5425
AZD1775	BEZ-235	A2780	17.915
AZD1775	BORTEZOMIB	A2780	5.205
AZD1775	DASATINIB	A2780	29.620000000000005
AZD1775	DINACICLIB	A2780	7.737500000000001
AZD1775	ERLOTINIB	A2780	12.6
AZD1775	GELDANAMYCIN	A2780	7.965
AZD1775	LAPATINIB	A2780	16.055
AZD1775	MK-2206	A2780	21.19
AZD1775	MK-4827	A2780	17.005
AZD1775	MK-5108	A2780	13.9425
AZD1775	MK-8669	A2780	22.3075
AZD1775	MK-8776	A2780	35.395
AZD1775	OXALIPLATIN	A2780	16.345
AZD1775	PD325901	A2780	22.442500000000003
AZD1775	SN-38	A2780	14.165
AZD1775	SORAFENIB	A2780	11.2175
AZD1775	TOPOTECAN	A2780	11.535
BEZ-235	DINACICLIB	A2780	8.4725
BEZ-235	MK-8776	A2780	16.03
BEZ-235	OXALIPLATIN	A2780	14.66
BEZ-235	SN-38	A2780	12.5375
BEZ-235	SORAFENIB	A2780	9.1
BORTEZOMIB	ABT-888	A2780	2.8325
BORTEZOMIB	BEZ-235	A2780	9.975
BORTEZOMIB	DASATINIB	A2780	10.6675
BORTEZOMIB	DINACICLIB	A2780	0.135
BORTEZOMIB	GELDANAMYCIN	A2780	4.29
BORTEZOMIB	MK-8669	A2780	-2.1925
BORTEZOMIB	MK-8776	A2780	7.604999999999999
BORTEZOMIB	OXALIPLATIN	A2780	12.14
BORTEZOMIB	SN-38	A2780	3.87
BORTEZOMIB	SORAFENIB	A2780	6.67
BORTEZOMIB	TOPOTECAN	A2780	9.105
CARBOPLATIN	ABT-888	A2780	19.105000000000004
CARBOPLATIN	AZD1775	A2780	18.9775
CARBOPLATIN	BEZ-235	A2780	15.5925
CARBOPLATIN	BORTEZOMIB	A2780	7.84
CARBOPLATIN	DASATINIB	A2780	24.4025
CARBOPLATIN	DINACICLIB	A2780	8.2875
CARBOPLATIN	ERLOTINIB	A2780	13.0525
CARBOPLATIN	GELDANAMYCIN	A2780	9.1525
CARBOPLATIN	L778123	A2780	8.68
CARBOPLATIN	LAPATINIB	A2780	14.88
CARBOPLATIN	MK-2206	A2780	16.255000000000003
CARBOPLATIN	MK-4827	A2780	15.1525
CARBOPLATIN	MK-5108	A2780	20.6975
CARBOPLATIN	MK-8669	A2780	19.37
CARBOPLATIN	MK-8776	A2780	18.935
CARBOPLATIN	PD325901	A2780	17.3675
CARBOPLATIN	SORAFENIB	A2780	5.1125
CARBOPLATIN	SUNITINIB	A2780	16.15
CARBOPLATIN	TEMOZOLOMIDE	A2780	10.3075
CARBOPLATIN	ZOLINZA	A2780	18.795
CYCLOPHOSPHAMIDE	ABT-888	A2780	9.4375
CYCLOPHOSPHAMIDE	AZD1775	A2780	4.855
CYCLOPHOSPHAMIDE	BEZ-235	A2780	11.945
CYCLOPHOSPHAMIDE	BORTEZOMIB	A2780	-1.885
CYCLOPHOSPHAMIDE	DASATINIB	A2780	8.565000000000001
CYCLOPHOSPHAMIDE	DINACICLIB	A2780	-0.38
CYCLOPHOSPHAMIDE	ERLOTINIB	A2780	4.5125
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A2780	-0.075
CYCLOPHOSPHAMIDE	L778123	A2780	6.437500000000001
CYCLOPHOSPHAMIDE	LAPATINIB	A2780	3.76
CYCLOPHOSPHAMIDE	MK-2206	A2780	9.1075
CYCLOPHOSPHAMIDE	MK-4827	A2780	6.762499999999999
CYCLOPHOSPHAMIDE	MK-5108	A2780	3.905
CYCLOPHOSPHAMIDE	MK-8669	A2780	9.125
CYCLOPHOSPHAMIDE	MK-8776	A2780	7.637500000000001
CYCLOPHOSPHAMIDE	PD325901	A2780	1.4525
CYCLOPHOSPHAMIDE	SORAFENIB	A2780	4.38
CYCLOPHOSPHAMIDE	SUNITINIB	A2780	8.4525
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	A2780	9.225
CYCLOPHOSPHAMIDE	ZOLINZA	A2780	5.045
DASATINIB	ABT-888	A2780	17.8625
DASATINIB	BEZ-235	A2780	20.6725
DASATINIB	DINACICLIB	A2780	8.1775
DASATINIB	GELDANAMYCIN	A2780	11.335
DASATINIB	MK-8669	A2780	30.95
DASATINIB	MK-8776	A2780	27.755
DASATINIB	OXALIPLATIN	A2780	17.4975
DASATINIB	SN-38	A2780	24.8125
DASATINIB	SORAFENIB	A2780	16.62
DASATINIB	TOPOTECAN	A2780	14.35
DEXAMETHASONE	ABT-888	A2780	4.0225
DEXAMETHASONE	AZD1775	A2780	4.07
DEXAMETHASONE	BEZ-235	A2780	14.5175
DEXAMETHASONE	BORTEZOMIB	A2780	-1.9775
DEXAMETHASONE	DASATINIB	A2780	6.720000000000001
DEXAMETHASONE	DINACICLIB	A2780	-0.7375
DEXAMETHASONE	ERLOTINIB	A2780	3.305
DEXAMETHASONE	GELDANAMYCIN	A2780	2.5925
DEXAMETHASONE	L778123	A2780	4.6425
DEXAMETHASONE	LAPATINIB	A2780	5.0575
DEXAMETHASONE	MK-2206	A2780	6.99
DEXAMETHASONE	MK-4827	A2780	7.515000000000001
DEXAMETHASONE	MK-5108	A2780	2.7025
DEXAMETHASONE	MK-8669	A2780	6.550000000000001
DEXAMETHASONE	MK-8776	A2780	5.16
DEXAMETHASONE	PD325901	A2780	5.9425
DEXAMETHASONE	SORAFENIB	A2780	2.8125
DEXAMETHASONE	SUNITINIB	A2780	6.3125
DEXAMETHASONE	TEMOZOLOMIDE	A2780	0.9575
DEXAMETHASONE	ZOLINZA	A2780	5.077500000000001
DINACICLIB	MK-8776	A2780	6.112500000000001
DOXORUBICIN	ABT-888	A2780	9.6825
DOXORUBICIN	AZD1775	A2780	11.6275
DOXORUBICIN	BEZ-235	A2780	9.485
DOXORUBICIN	BORTEZOMIB	A2780	8.0175
DOXORUBICIN	DASATINIB	A2780	12.509999999999998
DOXORUBICIN	DINACICLIB	A2780	4.425
DOXORUBICIN	ERLOTINIB	A2780	9.435
DOXORUBICIN	GELDANAMYCIN	A2780	7.4625
DOXORUBICIN	L778123	A2780	9.677499999999998
DOXORUBICIN	LAPATINIB	A2780	9.935
DOXORUBICIN	MK-2206	A2780	10.0775
DOXORUBICIN	MK-4827	A2780	9.2175
DOXORUBICIN	MK-5108	A2780	8.72
DOXORUBICIN	MK-8669	A2780	10.875
DOXORUBICIN	MK-8776	A2780	7.522500000000001
DOXORUBICIN	PD325901	A2780	11.1725
DOXORUBICIN	SORAFENIB	A2780	6.234999999999999
DOXORUBICIN	SUNITINIB	A2780	7.6975
DOXORUBICIN	TEMOZOLOMIDE	A2780	6.0525
DOXORUBICIN	ZOLINZA	A2780	7.7025
ERLOTINIB	ABT-888	A2780	11.8025
ERLOTINIB	BEZ-235	A2780	16.247500000000002
ERLOTINIB	BORTEZOMIB	A2780	3.755
ERLOTINIB	DASATINIB	A2780	15.7025
ERLOTINIB	DINACICLIB	A2780	7.709999999999999
ERLOTINIB	GELDANAMYCIN	A2780	7.494999999999999
ERLOTINIB	MK-8669	A2780	18.97
ERLOTINIB	MK-8776	A2780	23.6625
ERLOTINIB	OXALIPLATIN	A2780	5.735
ERLOTINIB	PD325901	A2780	16.0175
ERLOTINIB	SN-38	A2780	21.6475
ERLOTINIB	SORAFENIB	A2780	10.165
ERLOTINIB	TOPOTECAN	A2780	14.7875
ETOPOSIDE	ABT-888	A2780	9.1075
ETOPOSIDE	AZD1775	A2780	11.75
ETOPOSIDE	BEZ-235	A2780	7.4575
ETOPOSIDE	BORTEZOMIB	A2780	7.34
ETOPOSIDE	DASATINIB	A2780	16.247500000000002
ETOPOSIDE	DINACICLIB	A2780	3.755
ETOPOSIDE	ERLOTINIB	A2780	11.36
ETOPOSIDE	GELDANAMYCIN	A2780	7.262500000000001
ETOPOSIDE	LAPATINIB	A2780	12.57
ETOPOSIDE	MK-2206	A2780	11.3625
ETOPOSIDE	MK-4827	A2780	9.02
ETOPOSIDE	MK-5108	A2780	9.7175
ETOPOSIDE	MK-8669	A2780	9.7175
ETOPOSIDE	MK-8776	A2780	9.54
ETOPOSIDE	PD325901	A2780	12.2125
ETOPOSIDE	SORAFENIB	A2780	7.71
ETOPOSIDE	SUNITINIB	A2780	10.0025
ETOPOSIDE	TEMOZOLOMIDE	A2780	5.914999999999999
ETOPOSIDE	ZOLINZA	A2780	8.02
GELDANAMYCIN	BEZ-235	A2780	10.6725
GELDANAMYCIN	DINACICLIB	A2780	1.165
GELDANAMYCIN	MK-8776	A2780	8.245000000000001
GELDANAMYCIN	OXALIPLATIN	A2780	11.6325
GELDANAMYCIN	SN-38	A2780	8.915000000000001
GELDANAMYCIN	SORAFENIB	A2780	5.3075
GELDANAMYCIN	TOPOTECAN	A2780	7.9625
GEMCITABINE	ABT-888	A2780	-1.4975
GEMCITABINE	AZD1775	A2780	8.59
GEMCITABINE	BEZ-235	A2780	3.8375
GEMCITABINE	BORTEZOMIB	A2780	3.44
GEMCITABINE	DASATINIB	A2780	6.27
GEMCITABINE	DINACICLIB	A2780	1.8525
GEMCITABINE	ERLOTINIB	A2780	2.6525000000000003
GEMCITABINE	GELDANAMYCIN	A2780	2.1025
GEMCITABINE	LAPATINIB	A2780	0.645
GEMCITABINE	MK-2206	A2780	4.265
GEMCITABINE	MK-4827	A2780	3.345
GEMCITABINE	MK-5108	A2780	2.12
GEMCITABINE	MK-8669	A2780	4.4475
GEMCITABINE	MK-8776	A2780	8.385
GEMCITABINE	PD325901	A2780	4.470000000000001
GEMCITABINE	SORAFENIB	A2780	2.6475
GEMCITABINE	SUNITINIB	A2780	4.477499999999999
GEMCITABINE	TEMOZOLOMIDE	A2780	-0.7174999999999999
L778123	ABT-888	A2780	8.685
L778123	AZD1775	A2780	19.555
L778123	BEZ-235	A2780	11.7075
L778123	BORTEZOMIB	A2780	5.9175
L778123	DASATINIB	A2780	23.96
L778123	DINACICLIB	A2780	5.29
L778123	ERLOTINIB	A2780	12.9575
L778123	ETOPOSIDE	A2780	8.5825
L778123	GELDANAMYCIN	A2780	10.2
L778123	GEMCITABINE	A2780	3.9875
L778123	LAPATINIB	A2780	12.4525
L778123	MK-2206	A2780	20.725
L778123	MK-4827	A2780	11.1
L778123	MK-5108	A2780	16.98
L778123	MK-8669	A2780	8.907499999999999
L778123	MK-8776	A2780	15.1975
L778123	OXALIPLATIN	A2780	15.744999999999996
L778123	PD325901	A2780	18.575
L778123	SN-38	A2780	11.05
L778123	SORAFENIB	A2780	10.0575
L778123	SUNITINIB	A2780	16.884999999999998
L778123	TEMOZOLOMIDE	A2780	7.5425
L778123	TOPOTECAN	A2780	9.85
L778123	VINORELBINE	A2780	7.572500000000001
L778123	ZOLINZA	A2780	9.04
LAPATINIB	ABT-888	A2780	13.25
LAPATINIB	BEZ-235	A2780	16.732499999999998
LAPATINIB	BORTEZOMIB	A2780	6.404999999999999
LAPATINIB	DASATINIB	A2780	24.3425
LAPATINIB	DINACICLIB	A2780	6.445
LAPATINIB	ERLOTINIB	A2780	10.3775
LAPATINIB	GELDANAMYCIN	A2780	8.1675
LAPATINIB	MK-2206	A2780	19.0875
LAPATINIB	MK-4827	A2780	14.345
LAPATINIB	MK-5108	A2780	13.945
LAPATINIB	MK-8669	A2780	18.995
LAPATINIB	MK-8776	A2780	16.4225
LAPATINIB	OXALIPLATIN	A2780	9.260000000000002
LAPATINIB	PD325901	A2780	19.605
LAPATINIB	SN-38	A2780	24.8525
LAPATINIB	SORAFENIB	A2780	9.6775
LAPATINIB	TOPOTECAN	A2780	11.385000000000002
METFORMIN	ABT-888	A2780	4.367500000000001
METFORMIN	AZD1775	A2780	12.16
METFORMIN	BEZ-235	A2780	13.07
METFORMIN	BORTEZOMIB	A2780	-2.4575
METFORMIN	DASATINIB	A2780	11.03
METFORMIN	DINACICLIB	A2780	1.69
METFORMIN	ERLOTINIB	A2780	6.547499999999999
METFORMIN	GELDANAMYCIN	A2780	0.0824999999999999
METFORMIN	L778123	A2780	5.029999999999999
METFORMIN	LAPATINIB	A2780	7.0375
METFORMIN	MK-2206	A2780	11.89
METFORMIN	MK-4827	A2780	9.8225
METFORMIN	MK-5108	A2780	9.46
METFORMIN	MK-8669	A2780	11.339999999999998
METFORMIN	MK-8776	A2780	8.4175
METFORMIN	PD325901	A2780	3.4525
METFORMIN	SORAFENIB	A2780	6.859999999999999
METFORMIN	SUNITINIB	A2780	12.4075
METFORMIN	TEMOZOLOMIDE	A2780	2.5275
METFORMIN	ZOLINZA	A2780	6.2775
METHOTREXATE	ABT-888	A2780	1.1124999999999998
METHOTREXATE	AZD1775	A2780	4.13
METHOTREXATE	BEZ-235	A2780	1.8625
METHOTREXATE	BORTEZOMIB	A2780	1.405
METHOTREXATE	DASATINIB	A2780	2.4075
METHOTREXATE	DINACICLIB	A2780	1.9425
METHOTREXATE	ERLOTINIB	A2780	2.8325
METHOTREXATE	GELDANAMYCIN	A2780	-0.07
METHOTREXATE	L778123	A2780	0.8225
METHOTREXATE	LAPATINIB	A2780	1.6825
METHOTREXATE	MK-2206	A2780	3.3075
METHOTREXATE	MK-4827	A2780	1.605
METHOTREXATE	MK-5108	A2780	2.3175
METHOTREXATE	MK-8669	A2780	-0.3374999999999999
METHOTREXATE	MK-8776	A2780	2.185
METHOTREXATE	PD325901	A2780	-0.8074999999999999
METHOTREXATE	SORAFENIB	A2780	2.62
METHOTREXATE	SUNITINIB	A2780	0.7875000000000001
METHOTREXATE	TEMOZOLOMIDE	A2780	6.1975
METHOTREXATE	ZOLINZA	A2780	-0.395
MITOMYCINE	ABT-888	A2780	7.73
MITOMYCINE	AZD1775	A2780	13.9025
MITOMYCINE	BEZ-235	A2780	10.135
MITOMYCINE	BORTEZOMIB	A2780	6.0425
MITOMYCINE	DASATINIB	A2780	17.0775
MITOMYCINE	DINACICLIB	A2780	4.875
MITOMYCINE	ERLOTINIB	A2780	-5.7075000000000005
MITOMYCINE	GELDANAMYCIN	A2780	5.4325
MITOMYCINE	L778123	A2780	5.5775
MITOMYCINE	LAPATINIB	A2780	11.5225
MITOMYCINE	MK-2206	A2780	13.7675
MITOMYCINE	MK-4827	A2780	11.0575
MITOMYCINE	MK-5108	A2780	8.442499999999999
MITOMYCINE	MK-8669	A2780	13.5775
MITOMYCINE	MK-8776	A2780	13.1475
MITOMYCINE	PD325901	A2780	11.4175
MITOMYCINE	SORAFENIB	A2780	-7.575
MITOMYCINE	SUNITINIB	A2780	11.92
MITOMYCINE	TEMOZOLOMIDE	A2780	5.475
MITOMYCINE	ZOLINZA	A2780	8.745
MK-2206	ABT-888	A2780	27.85
MK-2206	BEZ-235	A2780	19.045
MK-2206	BORTEZOMIB	A2780	15.5275
MK-2206	DASATINIB	A2780	33.352500000000006
MK-2206	DINACICLIB	A2780	4.8275
MK-2206	ERLOTINIB	A2780	18.945
MK-2206	GELDANAMYCIN	A2780	17.7375
MK-2206	MK-8669	A2780	20.8825
MK-2206	MK-8776	A2780	19.5025
MK-2206	OXALIPLATIN	A2780	16.39
MK-2206	PD325901	A2780	32.7125
MK-2206	SN-38	A2780	15.0175
MK-2206	SORAFENIB	A2780	14.275
MK-2206	TOPOTECAN	A2780	12.695
MK-4541	5-FU	A2780	11.8875
MK-4541	ABT-888	A2780	14.15
MK-4541	AZD1775	A2780	9.2425
MK-4541	BEZ-235	A2780	15.714999999999998
MK-4541	BORTEZOMIB	A2780	3.4625
MK-4541	CARBOPLATIN	A2780	13.2575
MK-4541	CYCLOPHOSPHAMIDE	A2780	4.29
MK-4541	DASATINIB	A2780	16.400000000000002
MK-4541	DEXAMETHASONE	A2780	2.39
MK-4541	DINACICLIB	A2780	7.4775
MK-4541	DOXORUBICIN	A2780	8.2725
MK-4541	ERLOTINIB	A2780	29.495
MK-4541	ETOPOSIDE	A2780	6.79
MK-4541	GELDANAMYCIN	A2780	9.58
MK-4541	GEMCITABINE	A2780	-0.7199999999999999
MK-4541	L778123	A2780	10.42
MK-4541	LAPATINIB	A2780	13.0375
MK-4541	METFORMIN	A2780	5.0125
MK-4541	METHOTREXATE	A2780	4.9725
MK-4541	MITOMYCINE	A2780	6.7875
MK-4541	MK-2206	A2780	17.9875
MK-4541	MK-4827	A2780	12.93
MK-4541	MK-5108	A2780	6.23
MK-4541	MK-8669	A2780	20.975
MK-4541	MK-8776	A2780	11.325
MK-4541	MRK-003	A2780	12.4425
MK-4541	OXALIPLATIN	A2780	11.1925
MK-4541	PACLITAXEL	A2780	5.525
MK-4541	PD325901	A2780	16.8675
MK-4541	SN-38	A2780	10.1975
MK-4541	SORAFENIB	A2780	7.2325
MK-4541	SUNITINIB	A2780	8.9575
MK-4541	TEMOZOLOMIDE	A2780	3.65
MK-4541	TOPOTECAN	A2780	11.765
MK-4541	VINBLASTINE	A2780	4.59
MK-4541	VINORELBINE	A2780	3.47
MK-4541	ZOLINZA	A2780	8.5525
MK-4827	ABT-888	A2780	0.01
MK-4827	BEZ-235	A2780	11.767500000000002
MK-4827	BORTEZOMIB	A2780	7.3575
MK-4827	DASATINIB	A2780	23.1525
MK-4827	DINACICLIB	A2780	7.947500000000001
MK-4827	ERLOTINIB	A2780	11.505
MK-4827	GELDANAMYCIN	A2780	8.19
MK-4827	MK-2206	A2780	17.5875
MK-4827	MK-8669	A2780	15.485
MK-4827	MK-8776	A2780	16.2325
MK-4827	OXALIPLATIN	A2780	17.705
MK-4827	PD325901	A2780	18.5925
MK-4827	SN-38	A2780	20.2575
MK-4827	SORAFENIB	A2780	9.6875
MK-4827	TOPOTECAN	A2780	11.29
MK-5108	ABT-888	A2780	12.7925
MK-5108	BEZ-235	A2780	13.9125
MK-5108	BORTEZOMIB	A2780	6.185
MK-5108	DASATINIB	A2780	24.17
MK-5108	DINACICLIB	A2780	3.8
MK-5108	ERLOTINIB	A2780	15.18
MK-5108	GELDANAMYCIN	A2780	7.645
MK-5108	MK-2206	A2780	18.09
MK-5108	MK-4827	A2780	16.095
MK-5108	MK-8669	A2780	27.7025
MK-5108	MK-8776	A2780	14.415
MK-5108	OXALIPLATIN	A2780	18.23
MK-5108	PD325901	A2780	17.2275
MK-5108	SN-38	A2780	11.675
MK-5108	SORAFENIB	A2780	10.96
MK-5108	TOPOTECAN	A2780	11.575
MK-8669	BEZ-235	A2780	15.065
MK-8669	DINACICLIB	A2780	14.5925
MK-8669	GELDANAMYCIN	A2780	-0.4399999999999999
MK-8669	MK-8776	A2780	28.8
MK-8669	OXALIPLATIN	A2780	15.84
MK-8669	SN-38	A2780	13.91
MK-8669	SORAFENIB	A2780	13.4525
MK-8669	TOPOTECAN	A2780	11.725
MRK-003	5-FU	A2780	15.8175
MRK-003	ABT-888	A2780	13.8275
MRK-003	AZD1775	A2780	17.2225
MRK-003	BEZ-235	A2780	16.905
MRK-003	BORTEZOMIB	A2780	4.815
MRK-003	CARBOPLATIN	A2780	16.5175
MRK-003	CYCLOPHOSPHAMIDE	A2780	5.2425
MRK-003	DASATINIB	A2780	24.785000000000004
MRK-003	DEXAMETHASONE	A2780	5.83
MRK-003	DINACICLIB	A2780	5.01
MRK-003	DOXORUBICIN	A2780	10.1725
MRK-003	ERLOTINIB	A2780	14.79
MRK-003	ETOPOSIDE	A2780	9.2
MRK-003	GELDANAMYCIN	A2780	4.8125
MRK-003	GEMCITABINE	A2780	2.9425
MRK-003	L778123	A2780	11.87
MRK-003	LAPATINIB	A2780	17.8725
MRK-003	METFORMIN	A2780	13.32
MRK-003	METHOTREXATE	A2780	1.3475
MRK-003	MITOMYCINE	A2780	10.3625
MRK-003	MK-2206	A2780	23.2225
MRK-003	MK-4827	A2780	17.4975
MRK-003	MK-5108	A2780	13.8975
MRK-003	MK-8669	A2780	21.567500000000003
MRK-003	MK-8776	A2780	14.9925
MRK-003	OXALIPLATIN	A2780	7.8375
MRK-003	PACLITAXEL	A2780	14.7125
MRK-003	PD325901	A2780	15.965
MRK-003	SN-38	A2780	20.2225
MRK-003	SORAFENIB	A2780	11.48
MRK-003	SUNITINIB	A2780	15.245
MRK-003	TEMOZOLOMIDE	A2780	11.155
MRK-003	TOPOTECAN	A2780	13.8725
MRK-003	VINBLASTINE	A2780	13.98
MRK-003	VINORELBINE	A2780	6.4925
MRK-003	ZOLINZA	A2780	8.5925
OXALIPLATIN	DINACICLIB	A2780	9.8
OXALIPLATIN	MK-8776	A2780	22.4475
OXALIPLATIN	SORAFENIB	A2780	9.3025
PACLITAXEL	ABT-888	A2780	5.602499999999999
PACLITAXEL	AZD1775	A2780	8.47
PACLITAXEL	BEZ-235	A2780	5.705
PACLITAXEL	BORTEZOMIB	A2780	3.3475
PACLITAXEL	DASATINIB	A2780	16.722499999999997
PACLITAXEL	DINACICLIB	A2780	4.4
PACLITAXEL	ERLOTINIB	A2780	5.465
PACLITAXEL	GELDANAMYCIN	A2780	2.585
PACLITAXEL	L778123	A2780	8.372499999999999
PACLITAXEL	LAPATINIB	A2780	6.505000000000001
PACLITAXEL	MK-2206	A2780	10.88
PACLITAXEL	MK-4827	A2780	5.487499999999999
PACLITAXEL	MK-5108	A2780	17.02
PACLITAXEL	MK-8669	A2780	9.9625
PACLITAXEL	MK-8776	A2780	5.99
PACLITAXEL	PD325901	A2780	7.209999999999999
PACLITAXEL	SORAFENIB	A2780	7.8475
PACLITAXEL	SUNITINIB	A2780	9.695
PACLITAXEL	TEMOZOLOMIDE	A2780	0.7275
PACLITAXEL	ZOLINZA	A2780	6.665
PD325901	ABT-888	A2780	16.009999999999998
PD325901	BEZ-235	A2780	20.2525
PD325901	BORTEZOMIB	A2780	8.8525
PD325901	DASATINIB	A2780	35.61
PD325901	DINACICLIB	A2780	4.86
PD325901	GELDANAMYCIN	A2780	10.6825
PD325901	MK-8669	A2780	23.6675
PD325901	MK-8776	A2780	20.692500000000003
PD325901	OXALIPLATIN	A2780	21.8075
PD325901	SN-38	A2780	15.27
PD325901	SORAFENIB	A2780	17.19
PD325901	TOPOTECAN	A2780	12.7325
SN-38	DINACICLIB	A2780	3.54
SN-38	MK-8776	A2780	12.265
SN-38	SORAFENIB	A2780	12.125
SORAFENIB	DINACICLIB	A2780	2.18
SORAFENIB	MK-8776	A2780	9.9
SUNITINIB	ABT-888	A2780	17.45
SUNITINIB	AZD1775	A2780	11.6875
SUNITINIB	BEZ-235	A2780	17.175
SUNITINIB	BORTEZOMIB	A2780	10.6375
SUNITINIB	DASATINIB	A2780	26.6825
SUNITINIB	DINACICLIB	A2780	7.795000000000001
SUNITINIB	ERLOTINIB	A2780	16.712500000000002
SUNITINIB	GELDANAMYCIN	A2780	11.155
SUNITINIB	LAPATINIB	A2780	20.805
SUNITINIB	MK-2206	A2780	21.6725
SUNITINIB	MK-4827	A2780	10.26
SUNITINIB	MK-5108	A2780	11.98
SUNITINIB	MK-8669	A2780	20.4825
SUNITINIB	MK-8776	A2780	18.8225
SUNITINIB	OXALIPLATIN	A2780	18.245
SUNITINIB	PD325901	A2780	23.485
SUNITINIB	SN-38	A2780	16.22
SUNITINIB	SORAFENIB	A2780	9.3
SUNITINIB	TEMOZOLOMIDE	A2780	15.4725
SUNITINIB	TOPOTECAN	A2780	10.465
TEMOZOLOMIDE	ABT-888	A2780	33.5275
TEMOZOLOMIDE	AZD1775	A2780	14.845
TEMOZOLOMIDE	BEZ-235	A2780	13.1675
TEMOZOLOMIDE	BORTEZOMIB	A2780	0.985
TEMOZOLOMIDE	DASATINIB	A2780	13.7025
TEMOZOLOMIDE	DINACICLIB	A2780	8.0775
TEMOZOLOMIDE	ERLOTINIB	A2780	19.255000000000003
TEMOZOLOMIDE	GELDANAMYCIN	A2780	3.07
TEMOZOLOMIDE	LAPATINIB	A2780	18.7325
TEMOZOLOMIDE	MK-2206	A2780	12.525
TEMOZOLOMIDE	MK-4827	A2780	28.910000000000004
TEMOZOLOMIDE	MK-5108	A2780	5.8175
TEMOZOLOMIDE	MK-8669	A2780	-2.18
TEMOZOLOMIDE	MK-8776	A2780	10.27
TEMOZOLOMIDE	OXALIPLATIN	A2780	12.0625
TEMOZOLOMIDE	PD325901	A2780	10.7975
TEMOZOLOMIDE	SN-38	A2780	9.0925
TEMOZOLOMIDE	SORAFENIB	A2780	6.7475000000000005
TEMOZOLOMIDE	TOPOTECAN	A2780	11.1875
TOPOTECAN	BEZ-235	A2780	9.9525
TOPOTECAN	DINACICLIB	A2780	5.9875
TOPOTECAN	MK-8776	A2780	10.1975
TOPOTECAN	SORAFENIB	A2780	9.2025
VINBLASTINE	ABT-888	A2780	2.1925
VINBLASTINE	AZD1775	A2780	14.5775
VINBLASTINE	BEZ-235	A2780	13.735
VINBLASTINE	BORTEZOMIB	A2780	3.7525
VINBLASTINE	DASATINIB	A2780	16.7125
VINBLASTINE	DINACICLIB	A2780	3.525
VINBLASTINE	ERLOTINIB	A2780	11.0925
VINBLASTINE	GELDANAMYCIN	A2780	5.4775
VINBLASTINE	L778123	A2780	11.63
VINBLASTINE	LAPATINIB	A2780	9.2275
VINBLASTINE	MK-2206	A2780	14.1025
VINBLASTINE	MK-4827	A2780	9.925
VINBLASTINE	MK-5108	A2780	13.88
VINBLASTINE	MK-8669	A2780	14.1625
VINBLASTINE	MK-8776	A2780	8.2775
