drugname1	drugname2	cell_line	loewe
TEMOZOLOMIDE	SORAFENIB	A2058	-1.0195736351
TEMOZOLOMIDE	TOPOTECAN	A2058	10.1833105175
TOPOTECAN	BEZ-235	A2058	5.400582103600001
TOPOTECAN	DINACICLIB	A2058	-8.4724776932
TOPOTECAN	MK-8776	A2058	41.5638481911
TOPOTECAN	SORAFENIB	A2058	-1.5648727828
VINBLASTINE	ABT-888	A2058	-6.2603058717
VINBLASTINE	AZD1775	A2058	6.7919350747000005
VINBLASTINE	BEZ-235	A2058	15.8366268093
VINBLASTINE	BORTEZOMIB	A2058	-10.5541916499
VINBLASTINE	DASATINIB	A2058	41.6650810957
VINBLASTINE	DINACICLIB	A2058	-17.082453336700002
VINBLASTINE	ERLOTINIB	A2058	85.5793936509
VINBLASTINE	GELDANAMYCIN	A2058	-12.8722948675
VINBLASTINE	L778123	A2058	82.5166518427
VINBLASTINE	LAPATINIB	A2058	28.7220464083
VINBLASTINE	MK-2206	A2058	2.4971286772
VINBLASTINE	MK-4827	A2058	-13.3879235048
VINBLASTINE	MK-5108	A2058	23.6953725216
VINBLASTINE	MK-8669	A2058	50.4857898195
VINBLASTINE	MK-8776	A2058	13.5495395557
VINBLASTINE	PD325901	A2058	14.1881072772
VINBLASTINE	SORAFENIB	A2058	25.434491904
VINBLASTINE	SUNITINIB	A2058	1.691645593
VINBLASTINE	TEMOZOLOMIDE	A2058	-30.2606186521
VINBLASTINE	ZOLINZA	A2058	-21.5181259962
VINORELBINE	ABT-888	A2058	-14.7294813578
VINORELBINE	AZD1775	A2058	-15.9386190969
VINORELBINE	BEZ-235	A2058	2.7299838694
VINORELBINE	BORTEZOMIB	A2058	-29.6509663979
VINORELBINE	DASATINIB	A2058	0.8444209892
VINORELBINE	DINACICLIB	A2058	-16.042961102899998
VINORELBINE	ERLOTINIB	A2058	-13.1899854247
VINORELBINE	GELDANAMYCIN	A2058	-8.5660325546
VINORELBINE	LAPATINIB	A2058	-16.5078359163
VINORELBINE	MK-2206	A2058	-7.3035783725
VINORELBINE	MK-4827	A2058	-47.2345605414
VINORELBINE	MK-5108	A2058	-37.9121796494
VINORELBINE	MK-8669	A2058	-3.3959567475
VINORELBINE	MK-8776	A2058	-8.0605287717
VINORELBINE	PD325901	A2058	-27.2269414331
VINORELBINE	SORAFENIB	A2058	-11.6225289101
VINORELBINE	SUNITINIB	A2058	-13.1617410674
VINORELBINE	TEMOZOLOMIDE	A2058	-29.2217929981
VINORELBINE	ZOLINZA	A2058	-40.1043144117
ZOLINZA	ABT-888	A2058	13.8382607756
ZOLINZA	AZD1775	A2058	-5.765572483
ZOLINZA	BEZ-235	A2058	22.4282715644
ZOLINZA	BORTEZOMIB	A2058	7.8300618308
ZOLINZA	DASATINIB	A2058	48.6043316224
ZOLINZA	DINACICLIB	A2058	-41.292605270500005
ZOLINZA	ERLOTINIB	A2058	2.5500774099
ZOLINZA	GELDANAMYCIN	A2058	-6.8355048076
ZOLINZA	GEMCITABINE	A2058	-9.4464626698
ZOLINZA	LAPATINIB	A2058	-11.5512565318
ZOLINZA	MK-2206	A2058	11.176005836
ZOLINZA	MK-4827	A2058	0.1676616434999999
ZOLINZA	MK-5108	A2058	-16.9291559275
ZOLINZA	MK-8669	A2058	27.5955560156
ZOLINZA	MK-8776	A2058	42.0359764302
ZOLINZA	OXALIPLATIN	A2058	-7.533671841599999
ZOLINZA	PD325901	A2058	-3.8721528615
ZOLINZA	SN-38	A2058	-10.4587940993
ZOLINZA	SORAFENIB	A2058	-5.5826870091
ZOLINZA	SUNITINIB	A2058	-8.9660853516
ZOLINZA	TEMOZOLOMIDE	A2058	24.5398278072
ZOLINZA	TOPOTECAN	A2058	0.7886681487999999
5-FU	ABT-888	A2780	7.778053060099999
5-FU	AZD1775	A2780	11.2772729471
5-FU	BEZ-235	A2780	3.9332239081
5-FU	BORTEZOMIB	A2780	-18.599126219
5-FU	DASATINIB	A2780	50.6036602621
5-FU	DINACICLIB	A2780	-8.1611286386
5-FU	ERLOTINIB	A2780	16.5693311017
5-FU	GELDANAMYCIN	A2780	0.9119639421
5-FU	L778123	A2780	8.7866069583
5-FU	LAPATINIB	A2780	8.0111248094
5-FU	MK-2206	A2780	18.6562125215
5-FU	MK-4827	A2780	9.9200924223
5-FU	MK-5108	A2780	9.2608129746
5-FU	MK-8669	A2780	16.2953130836
5-FU	MK-8776	A2780	9.9663216014
5-FU	PD325901	A2780	24.6101491603
5-FU	SORAFENIB	A2780	2.0773183622
5-FU	SUNITINIB	A2780	9.7009863748
5-FU	TEMOZOLOMIDE	A2780	-0.6043528353000001
5-FU	ZOLINZA	A2780	-3.8484012734
ABT-888	BEZ-235	A2780	29.4397143108
ABT-888	DINACICLIB	A2780	5.3834429122000005
ABT-888	GELDANAMYCIN	A2780	11.0932315467
ABT-888	MK-8669	A2780	6.3782342163
ABT-888	MK-8776	A2780	8.0044216366
ABT-888	OXALIPLATIN	A2780	-3.3864397912
ABT-888	SN-38	A2780	27.4431625577
ABT-888	SORAFENIB	A2780	8.2581551475
ABT-888	TOPOTECAN	A2780	11.8621326468
AZD1775	ABT-888	A2780	8.6237493889
AZD1775	BEZ-235	A2780	19.5249911398
AZD1775	BORTEZOMIB	A2780	-17.559480420899998
AZD1775	DASATINIB	A2780	63.3161055024
AZD1775	DINACICLIB	A2780	-4.9413894555
AZD1775	ERLOTINIB	A2780	3.1007864893
AZD1775	GELDANAMYCIN	A2780	-3.1198841469
AZD1775	LAPATINIB	A2780	10.9396388412
AZD1775	MK-2206	A2780	21.0815985773
AZD1775	MK-4827	A2780	9.0742277486
AZD1775	MK-5108	A2780	3.7804810411
AZD1775	MK-8669	A2780	26.155764677
AZD1775	MK-8776	A2780	54.0791044037
AZD1775	OXALIPLATIN	A2780	-9.4167010071
AZD1775	PD325901	A2780	28.3069989632
AZD1775	SN-38	A2780	0.6751167208
AZD1775	SORAFENIB	A2780	-1.5076403936000002
AZD1775	TOPOTECAN	A2780	4.6490619262
BEZ-235	DINACICLIB	A2780	12.1724165756
BEZ-235	MK-8776	A2780	29.5421713233
BEZ-235	OXALIPLATIN	A2780	-0.7639781214
BEZ-235	SN-38	A2780	15.214558363800002
BEZ-235	SORAFENIB	A2780	1.7761949058000002
BORTEZOMIB	ABT-888	A2780	-7.7976823039
BORTEZOMIB	BEZ-235	A2780	4.1110283735
BORTEZOMIB	DASATINIB	A2780	27.3530278789
BORTEZOMIB	DINACICLIB	A2780	-27.6346816196
BORTEZOMIB	GELDANAMYCIN	A2780	-17.024767126700002
BORTEZOMIB	MK-8669	A2780	4.7905989467
BORTEZOMIB	MK-8776	A2780	-12.2261795278
BORTEZOMIB	OXALIPLATIN	A2780	-17.1570722554
BORTEZOMIB	SN-38	A2780	-22.7412535904
BORTEZOMIB	SORAFENIB	A2780	-9.6181583365
BORTEZOMIB	TOPOTECAN	A2780	-2.5878997349
CARBOPLATIN	ABT-888	A2780	14.4729809807
CARBOPLATIN	AZD1775	A2780	5.8641025621
CARBOPLATIN	BEZ-235	A2780	22.4066740424
CARBOPLATIN	BORTEZOMIB	A2780	-18.2010858287
CARBOPLATIN	DASATINIB	A2780	63.0464369032
CARBOPLATIN	DINACICLIB	A2780	-1.8411545458
CARBOPLATIN	ERLOTINIB	A2780	0.9208375232
CARBOPLATIN	GELDANAMYCIN	A2780	1.1382376766
CARBOPLATIN	L778123	A2780	0.2009944823999999
CARBOPLATIN	LAPATINIB	A2780	2.2590634263
CARBOPLATIN	MK-2206	A2780	11.7119912251
CARBOPLATIN	MK-4827	A2780	9.0630675562
CARBOPLATIN	MK-5108	A2780	15.8064156649
CARBOPLATIN	MK-8669	A2780	18.6461321379
CARBOPLATIN	MK-8776	A2780	15.9757822504
CARBOPLATIN	PD325901	A2780	19.9679166315
CARBOPLATIN	SORAFENIB	A2780	-13.5442506575
CARBOPLATIN	SUNITINIB	A2780	3.118131813
CARBOPLATIN	TEMOZOLOMIDE	A2780	-2.7426000751
CARBOPLATIN	ZOLINZA	A2780	13.2429249257
CYCLOPHOSPHAMIDE	ABT-888	A2780	10.5437183305
CYCLOPHOSPHAMIDE	AZD1775	A2780	2.6695707412000003
CYCLOPHOSPHAMIDE	BEZ-235	A2780	17.874891482
CYCLOPHOSPHAMIDE	BORTEZOMIB	A2780	-11.2673537498
CYCLOPHOSPHAMIDE	DASATINIB	A2780	23.2582574239
CYCLOPHOSPHAMIDE	DINACICLIB	A2780	-3.2474796405
CYCLOPHOSPHAMIDE	ERLOTINIB	A2780	-0.0099722188
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A2780	-9.9655370922
CYCLOPHOSPHAMIDE	L778123	A2780	7.0473856191
CYCLOPHOSPHAMIDE	LAPATINIB	A2780	-2.5986526115
CYCLOPHOSPHAMIDE	MK-2206	A2780	3.8639720445
CYCLOPHOSPHAMIDE	MK-4827	A2780	2.1615736202
CYCLOPHOSPHAMIDE	MK-5108	A2780	-3.0135282548
CYCLOPHOSPHAMIDE	MK-8669	A2780	4.4052737869
CYCLOPHOSPHAMIDE	MK-8776	A2780	1.3825538015
CYCLOPHOSPHAMIDE	PD325901	A2780	-8.1382719461
CYCLOPHOSPHAMIDE	SORAFENIB	A2780	0.8326325189
CYCLOPHOSPHAMIDE	SUNITINIB	A2780	3.4549839610000004
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	A2780	9.2978156513
CYCLOPHOSPHAMIDE	ZOLINZA	A2780	5.435050508200001
DASATINIB	ABT-888	A2780	40.2848103218
DASATINIB	BEZ-235	A2780	70.1807905647
DASATINIB	DINACICLIB	A2780	29.1960155025
DASATINIB	GELDANAMYCIN	A2780	36.0692211875
DASATINIB	MK-8669	A2780	98.6765752458
DASATINIB	MK-8776	A2780	69.6948466231
DASATINIB	OXALIPLATIN	A2780	4.8604039781
DASATINIB	SN-38	A2780	74.3626091155
DASATINIB	SORAFENIB	A2780	26.1821574384
DASATINIB	TOPOTECAN	A2780	33.4467775684
DEXAMETHASONE	ABT-888	A2780	5.3274187132
DEXAMETHASONE	AZD1775	A2780	2.1655321786000004
DEXAMETHASONE	BEZ-235	A2780	25.348205525700003
DEXAMETHASONE	BORTEZOMIB	A2780	-13.5476307966
DEXAMETHASONE	DASATINIB	A2780	19.8197660146
DEXAMETHASONE	DINACICLIB	A2780	-4.4908593631
DEXAMETHASONE	ERLOTINIB	A2780	-4.1001591342
DEXAMETHASONE	GELDANAMYCIN	A2780	-5.672406019199999
DEXAMETHASONE	L778123	A2780	5.3456808814
DEXAMETHASONE	LAPATINIB	A2780	0.3675227374
DEXAMETHASONE	MK-2206	A2780	0.2785647039
DEXAMETHASONE	MK-4827	A2780	4.6541425721
DEXAMETHASONE	MK-5108	A2780	-4.8736517809
DEXAMETHASONE	MK-8669	A2780	1.4347937594
DEXAMETHASONE	MK-8776	A2780	-2.8689933453
DEXAMETHASONE	PD325901	A2780	0.6560569364
DEXAMETHASONE	SORAFENIB	A2780	-0.5703148004999999
DEXAMETHASONE	SUNITINIB	A2780	0.654091661
DEXAMETHASONE	TEMOZOLOMIDE	A2780	-3.039626923
DEXAMETHASONE	ZOLINZA	A2780	5.6599348021
DINACICLIB	MK-8776	A2780	4.081953197200001
DOXORUBICIN	ABT-888	A2780	10.1058539662
DOXORUBICIN	AZD1775	A2780	6.1788263811
DOXORUBICIN	BEZ-235	A2780	7.740983695800001
DOXORUBICIN	BORTEZOMIB	A2780	-2.7261551849
DOXORUBICIN	DASATINIB	A2780	31.398699735900003
DOXORUBICIN	DINACICLIB	A2780	-4.6389843893
DOXORUBICIN	ERLOTINIB	A2780	9.169322298
DOXORUBICIN	GELDANAMYCIN	A2780	2.6976574344
DOXORUBICIN	L778123	A2780	0.5067832205
DOXORUBICIN	LAPATINIB	A2780	9.1977863161
DOXORUBICIN	MK-2206	A2780	9.4245260885
DOXORUBICIN	MK-4827	A2780	-0.5255393078
DOXORUBICIN	MK-5108	A2780	-0.700420475
DOXORUBICIN	MK-8669	A2780	12.429766698699998
DOXORUBICIN	MK-8776	A2780	8.1535570796
DOXORUBICIN	PD325901	A2780	18.3516099353
DOXORUBICIN	SORAFENIB	A2780	-3.553426077
DOXORUBICIN	SUNITINIB	A2780	-2.4623255149000003
DOXORUBICIN	TEMOZOLOMIDE	A2780	2.134797223
DOXORUBICIN	ZOLINZA	A2780	1.0447966419
ERLOTINIB	ABT-888	A2780	7.6721183735
ERLOTINIB	BEZ-235	A2780	32.9904112971
ERLOTINIB	BORTEZOMIB	A2780	-23.0860832063
ERLOTINIB	DASATINIB	A2780	55.7433202033
ERLOTINIB	DINACICLIB	A2780	2.4415465889
ERLOTINIB	GELDANAMYCIN	A2780	-0.6061039691
ERLOTINIB	MK-8669	A2780	36.239873435300005
ERLOTINIB	MK-8776	A2780	29.2128126164
ERLOTINIB	OXALIPLATIN	A2780	-41.2450322849
ERLOTINIB	PD325901	A2780	26.3912863892
ERLOTINIB	SN-38	A2780	36.9545920118
ERLOTINIB	SORAFENIB	A2780	2.9782398159
ERLOTINIB	TOPOTECAN	A2780	24.9731968812
ETOPOSIDE	ABT-888	A2780	14.682676053699998
ETOPOSIDE	AZD1775	A2780	12.3771765477
ETOPOSIDE	BEZ-235	A2780	10.2023547702
ETOPOSIDE	BORTEZOMIB	A2780	-1.471039843
ETOPOSIDE	DASATINIB	A2780	66.56695223050001
ETOPOSIDE	DINACICLIB	A2780	1.7100047662
ETOPOSIDE	ERLOTINIB	A2780	19.6172069755
ETOPOSIDE	GELDANAMYCIN	A2780	14.7883329283
ETOPOSIDE	LAPATINIB	A2780	27.2908839852
ETOPOSIDE	MK-2206	A2780	25.0945586642
ETOPOSIDE	MK-4827	A2780	8.8820280866
ETOPOSIDE	MK-5108	A2780	10.1986437665
ETOPOSIDE	MK-8669	A2780	22.6539226509
ETOPOSIDE	MK-8776	A2780	21.345485081
ETOPOSIDE	PD325901	A2780	36.8438880902
ETOPOSIDE	SORAFENIB	A2780	3.8151089896
ETOPOSIDE	SUNITINIB	A2780	6.1509455764
ETOPOSIDE	TEMOZOLOMIDE	A2780	10.209440813
ETOPOSIDE	ZOLINZA	A2780	10.0148295462
GELDANAMYCIN	BEZ-235	A2780	14.8665878928
GELDANAMYCIN	DINACICLIB	A2780	-17.9781711094
GELDANAMYCIN	MK-8776	A2780	9.2152735567
GELDANAMYCIN	OXALIPLATIN	A2780	-4.5742646247000005
GELDANAMYCIN	SN-38	A2780	5.306231056100001
GELDANAMYCIN	SORAFENIB	A2780	-8.9275350935
GELDANAMYCIN	TOPOTECAN	A2780	-1.7001876743000002
GEMCITABINE	ABT-888	A2780	-1.1584324139
GEMCITABINE	AZD1775	A2780	8.2256317484
GEMCITABINE	BEZ-235	A2780	-0.9924450914
GEMCITABINE	BORTEZOMIB	A2780	-6.0569075734
GEMCITABINE	DASATINIB	A2780	18.2289710611
GEMCITABINE	DINACICLIB	A2780	-3.7419614169
GEMCITABINE	ERLOTINIB	A2780	1.3836583703999998
GEMCITABINE	GELDANAMYCIN	A2780	-7.357334703999999
GEMCITABINE	LAPATINIB	A2780	2.1139801119
GEMCITABINE	MK-2206	A2780	9.6846977179
GEMCITABINE	MK-4827	A2780	-1.0020335767
GEMCITABINE	MK-5108	A2780	-0.7504039165
GEMCITABINE	MK-8669	A2780	7.477158069700001
GEMCITABINE	MK-8776	A2780	20.5876849804
GEMCITABINE	PD325901	A2780	10.6155303586
GEMCITABINE	SORAFENIB	A2780	-4.1220402983
GEMCITABINE	SUNITINIB	A2780	-0.2495627044999999
GEMCITABINE	TEMOZOLOMIDE	A2780	0.1101909583
L778123	ABT-888	A2780	10.3014301782
L778123	AZD1775	A2780	17.0960335754
L778123	BEZ-235	A2780	17.3161250912
L778123	BORTEZOMIB	A2780	-8.2538683317
L778123	DASATINIB	A2780	57.5360264924
L778123	DINACICLIB	A2780	3.7315040386
L778123	ERLOTINIB	A2780	15.5253492274
L778123	ETOPOSIDE	A2780	7.990963617799999
L778123	GELDANAMYCIN	A2780	16.5648008155
L778123	GEMCITABINE	A2780	-0.1359721125
L778123	LAPATINIB	A2780	15.9325779378
L778123	MK-2206	A2780	35.525294017600004
L778123	MK-4827	A2780	7.2979046353
L778123	MK-5108	A2780	17.9761650697
L778123	MK-8669	A2780	38.8826061622
L778123	MK-8776	A2780	20.9806466649
L778123	OXALIPLATIN	A2780	-1.6174638635
L778123	PD325901	A2780	32.4909284667
L778123	SN-38	A2780	7.5110452929
L778123	SORAFENIB	A2780	3.032832745
L778123	SUNITINIB	A2780	9.6143750717
L778123	TEMOZOLOMIDE	A2780	10.9268913546
L778123	TOPOTECAN	A2780	3.1658942339
L778123	VINORELBINE	A2780	2.4579787269
L778123	ZOLINZA	A2780	8.1402114565
LAPATINIB	ABT-888	A2780	10.6131484107
LAPATINIB	BEZ-235	A2780	33.6539189411
LAPATINIB	BORTEZOMIB	A2780	-12.1342103327
LAPATINIB	DASATINIB	A2780	71.4014339255
LAPATINIB	DINACICLIB	A2780	2.4540831526
LAPATINIB	ERLOTINIB	A2780	-0.3470643844
LAPATINIB	GELDANAMYCIN	A2780	-3.9124350354
LAPATINIB	MK-2206	A2780	24.290323553
LAPATINIB	MK-4827	A2780	14.4488038036
LAPATINIB	MK-5108	A2780	6.94771693
LAPATINIB	MK-8669	A2780	26.2128642643
LAPATINIB	MK-8776	A2780	12.3431242819
LAPATINIB	OXALIPLATIN	A2780	-27.866597327
LAPATINIB	PD325901	A2780	26.5976499084
LAPATINIB	SN-38	A2780	42.9092964636
LAPATINIB	SORAFENIB	A2780	5.648965785800001
LAPATINIB	TOPOTECAN	A2780	10.491158925
METFORMIN	ABT-888	A2780	-0.3835166424
METFORMIN	AZD1775	A2780	9.360688035
METFORMIN	BEZ-235	A2780	19.9166247838
METFORMIN	BORTEZOMIB	A2780	-16.4107172295
METFORMIN	DASATINIB	A2780	26.0189597722
METFORMIN	DINACICLIB	A2780	-1.6825724014
METFORMIN	ERLOTINIB	A2780	0.6979008306000001
METFORMIN	GELDANAMYCIN	A2780	-11.4848615309
METFORMIN	L778123	A2780	4.4586331939
METFORMIN	LAPATINIB	A2780	-2.174460877
METFORMIN	MK-2206	A2780	10.3143044915
METFORMIN	MK-4827	A2780	9.1100768991
METFORMIN	MK-5108	A2780	6.245750441499999
METFORMIN	MK-8669	A2780	7.903683746
METFORMIN	MK-8776	A2780	0.1876831692
METFORMIN	PD325901	A2780	-5.0929448112
METFORMIN	SORAFENIB	A2780	5.4001438375
METFORMIN	SUNITINIB	A2780	8.8809455126
METFORMIN	TEMOZOLOMIDE	A2780	-5.3084258271
METFORMIN	ZOLINZA	A2780	7.4376415196
METHOTREXATE	ABT-888	A2780	-4.2193675411000005
METHOTREXATE	AZD1775	A2780	-3.6485199962
METHOTREXATE	BEZ-235	A2780	-16.8248103875
METHOTREXATE	BORTEZOMIB	A2780	-16.7723677229
METHOTREXATE	DASATINIB	A2780	5.8542870378
METHOTREXATE	DINACICLIB	A2780	-10.3034395172
METHOTREXATE	ERLOTINIB	A2780	-3.9360977476
METHOTREXATE	GELDANAMYCIN	A2780	-21.0795198217
METHOTREXATE	L778123	A2780	-5.601141825499999
METHOTREXATE	LAPATINIB	A2780	-3.6093431955
METHOTREXATE	MK-2206	A2780	-0.8927995279000001
METHOTREXATE	MK-4827	A2780	-8.9016772524
METHOTREXATE	MK-5108	A2780	-8.739816620800001
METHOTREXATE	MK-8669	A2780	-11.2936561649
METHOTREXATE	MK-8776	A2780	-1.0263792361
METHOTREXATE	PD325901	A2780	-8.9140216237
METHOTREXATE	SORAFENIB	A2780	-5.7472819615
METHOTREXATE	SUNITINIB	A2780	-8.914358743400001
METHOTREXATE	TEMOZOLOMIDE	A2780	-0.5398553454
METHOTREXATE	ZOLINZA	A2780	-21.1277395648
MITOMYCINE	ABT-888	A2780	4.1516719821
MITOMYCINE	AZD1775	A2780	9.5071522492
MITOMYCINE	BEZ-235	A2780	13.1014125019
MITOMYCINE	BORTEZOMIB	A2780	-12.052746557
MITOMYCINE	DASATINIB	A2780	50.1582628436
MITOMYCINE	DINACICLIB	A2780	-0.8505481972
MITOMYCINE	ERLOTINIB	A2780	-52.5987908442
MITOMYCINE	GELDANAMYCIN	A2780	-7.695738736799999
MITOMYCINE	L778123	A2780	-5.1155071955
MITOMYCINE	LAPATINIB	A2780	12.6388651028
MITOMYCINE	MK-2206	A2780	22.0010061778
MITOMYCINE	MK-4827	A2780	5.311652115299999
MITOMYCINE	MK-5108	A2780	-0.5663017335
MITOMYCINE	MK-8669	A2780	20.4161491773
MITOMYCINE	MK-8776	A2780	18.5800079216
MITOMYCINE	PD325901	A2780	17.6354928861
MITOMYCINE	SORAFENIB	A2780	-23.4816252901
MITOMYCINE	SUNITINIB	A2780	3.5154482694
MITOMYCINE	TEMOZOLOMIDE	A2780	-1.3374054181
MITOMYCINE	ZOLINZA	A2780	4.5175421552
MK-2206	ABT-888	A2780	41.667152965700005
MK-2206	BEZ-235	A2780	46.2801578087
MK-2206	BORTEZOMIB	A2780	21.5788397329
MK-2206	DASATINIB	A2780	112.0310330519
MK-2206	DINACICLIB	A2780	1.6856871822
MK-2206	ERLOTINIB	A2780	36.0529245744
MK-2206	GELDANAMYCIN	A2780	41.5748607197
MK-2206	MK-8669	A2780	38.2523560817
MK-2206	MK-8776	A2780	24.7553891958
MK-2206	OXALIPLATIN	A2780	-9.7346933202
MK-2206	PD325901	A2780	81.99827512270001
MK-2206	SN-38	A2780	17.4696451109
MK-2206	SORAFENIB	A2780	14.1942513655
MK-2206	TOPOTECAN	A2780	17.1741019429
MK-4541	5-FU	A2780	3.6166411344
MK-4541	ABT-888	A2780	10.3138431902
MK-4541	AZD1775	A2780	7.743637999500001
MK-4541	BEZ-235	A2780	33.6374407014
MK-4541	BORTEZOMIB	A2780	-9.1401270158
MK-4541	CARBOPLATIN	A2780	7.918227949199999
MK-4541	CYCLOPHOSPHAMIDE	A2780	3.9753870625
MK-4541	DASATINIB	A2780	52.3687501061
MK-4541	DEXAMETHASONE	A2780	-0.1675352845
MK-4541	DINACICLIB	A2780	10.9306320502
MK-4541	DOXORUBICIN	A2780	6.6829968673
MK-4541	ERLOTINIB	A2780	76.39988629140001
MK-4541	ETOPOSIDE	A2780	13.7811560843
MK-4541	GELDANAMYCIN	A2780	11.6378007551
MK-4541	GEMCITABINE	A2780	0.9148089524
MK-4541	L778123	A2780	15.703793556
MK-4541	LAPATINIB	A2780	15.1698386058
MK-4541	METFORMIN	A2780	0.5073839006
MK-4541	METHOTREXATE	A2780	-0.7233225231
MK-4541	MITOMYCINE	A2780	3.7560954609
MK-4541	MK-2206	A2780	29.8635430224
MK-4541	MK-4827	A2780	16.2431029864
MK-4541	MK-5108	A2780	-0.2181217607
MK-4541	MK-8669	A2780	35.584604784
MK-4541	MK-8776	A2780	3.9041955451
MK-4541	MRK-003	A2780	10.1968868041
MK-4541	OXALIPLATIN	A2780	-16.8155369043
MK-4541	PACLITAXEL	A2780	-3.9886152215
MK-4541	PD325901	A2780	22.1595125258
MK-4541	SN-38	A2780	10.7596187854
MK-4541	SORAFENIB	A2780	4.2502167381
MK-4541	SUNITINIB	A2780	3.8861148256
MK-4541	TEMOZOLOMIDE	A2780	-9.2045049496
MK-4541	TOPOTECAN	A2780	10.785682255
MK-4541	VINBLASTINE	A2780	-15.6759542274
MK-4541	VINORELBINE	A2780	-11.0907628191
MK-4541	ZOLINZA	A2780	15.936599139
MK-4827	ABT-888	A2780	-15.066826573
MK-4827	BEZ-235	A2780	10.7132148885
MK-4827	BORTEZOMIB	A2780	-10.3967464015
MK-4827	DASATINIB	A2780	65.13695998899999
MK-4827	DINACICLIB	A2780	5.8741739359
MK-4827	ERLOTINIB	A2780	4.9261752345
MK-4827	GELDANAMYCIN	A2780	6.859486960599999
MK-4827	MK-2206	A2780	29.6373575261
MK-4827	MK-8669	A2780	21.7845023474
MK-4827	MK-8776	A2780	21.6306946436
MK-4827	OXALIPLATIN	A2780	1.1420241683
MK-4827	PD325901	A2780	34.5835792665
MK-4827	SN-38	A2780	31.2360509748
MK-4827	SORAFENIB	A2780	2.6381610682
MK-4827	TOPOTECAN	A2780	8.0625879778
MK-5108	ABT-888	A2780	7.562243243099999
MK-5108	BEZ-235	A2780	18.9002512068
MK-5108	BORTEZOMIB	A2780	-12.5047157257
MK-5108	DASATINIB	A2780	62.0505312883
MK-5108	DINACICLIB	A2780	-6.2825239238
MK-5108	ERLOTINIB	A2780	9.658913392
MK-5108	GELDANAMYCIN	A2780	3.5530476266
MK-5108	MK-2206	A2780	22.8728817292
MK-5108	MK-4827	A2780	16.5176260481
MK-5108	MK-8669	A2780	49.6813561113
MK-5108	MK-8776	A2780	11.1279142517
MK-5108	OXALIPLATIN	A2780	-4.3523637738
MK-5108	PD325901	A2780	24.7563364777
MK-5108	SN-38	A2780	4.4932002496
MK-5108	SORAFENIB	A2780	2.6013050432
MK-5108	TOPOTECAN	A2780	6.9238815806
MK-8669	BEZ-235	A2780	72.0890746651
MK-8669	DINACICLIB	A2780	31.927940580300003
MK-8669	GELDANAMYCIN	A2780	13.902901431099998
MK-8669	MK-8776	A2780	52.981830745
MK-8669	OXALIPLATIN	A2780	-6.030236866699999
MK-8669	SN-38	A2780	14.8438960151
MK-8669	SORAFENIB	A2780	11.53972816
MK-8669	TOPOTECAN	A2780	14.2436583405
MRK-003	5-FU	A2780	5.5329731121000005
MRK-003	ABT-888	A2780	7.9997036769
MRK-003	AZD1775	A2780	6.6022279636
MRK-003	BEZ-235	A2780	24.6247986016
MRK-003	BORTEZOMIB	A2780	-16.884976893599998
MRK-003	CARBOPLATIN	A2780	1.7062314541
MRK-003	CYCLOPHOSPHAMIDE	A2780	2.0161074113
MRK-003	DASATINIB	A2780	60.443621881800006
MRK-003	DEXAMETHASONE	A2780	1.3160933158
MRK-003	DINACICLIB	A2780	-4.5964597507
MRK-003	DOXORUBICIN	A2780	5.7415132727
MRK-003	ERLOTINIB	A2780	9.2910222324
MRK-003	ETOPOSIDE	A2780	10.2089765152
MRK-003	GELDANAMYCIN	A2780	-12.6666027839
MRK-003	GEMCITABINE	A2780	2.0657496507
MRK-003	L778123	A2780	9.8691449103
MRK-003	LAPATINIB	A2780	13.9862099858
MRK-003	METFORMIN	A2780	9.5817069628
MRK-003	METHOTREXATE	A2780	-7.934438789700001
MRK-003	MITOMYCINE	A2780	3.2575543826
MRK-003	MK-2206	A2780	31.0755612802
MRK-003	MK-4827	A2780	12.6877236256
MRK-003	MK-5108	A2780	4.6677015862
MRK-003	MK-8669	A2780	25.5228282006
MRK-003	MK-8776	A2780	8.459922424
MRK-003	OXALIPLATIN	A2780	-28.10423315
MRK-003	PACLITAXEL	A2780	15.5227837071
MRK-003	PD325901	A2780	15.5578007962
MRK-003	SN-38	A2780	14.573692286500002
MRK-003	SORAFENIB	A2780	5.055918012799999
MRK-003	SUNITINIB	A2780	3.8680631868
MRK-003	TEMOZOLOMIDE	A2780	8.659895335
MRK-003	TOPOTECAN	A2780	11.3520085538
MRK-003	VINBLASTINE	A2780	8.2203002918
MRK-003	VINORELBINE	A2780	-9.9044768415
MRK-003	ZOLINZA	A2780	-0.9526825164
OXALIPLATIN	DINACICLIB	A2780	-9.9955604611
OXALIPLATIN	MK-8776	A2780	3.3452710039
OXALIPLATIN	SORAFENIB	A2780	-8.5330113354
PACLITAXEL	ABT-888	A2780	-4.338118873
PACLITAXEL	AZD1775	A2780	-2.4792741979
PACLITAXEL	BEZ-235	A2780	-3.8562587194
PACLITAXEL	BORTEZOMIB	A2780	-31.7334878872
PACLITAXEL	DASATINIB	A2780	56.0619947091
PACLITAXEL	DINACICLIB	A2780	-10.867082202
PACLITAXEL	ERLOTINIB	A2780	-8.948449138400001
