drugname1	drugname2	cell_line	bliss
VINORELBINE	MK-4827	A2058	-11.8825
VINORELBINE	MK-5108	A2058	-9.8325
VINORELBINE	MK-8669	A2058	-1.3475
VINORELBINE	MK-8776	A2058	-6.9975000000000005
VINORELBINE	PD325901	A2058	-6.04
VINORELBINE	SORAFENIB	A2058	1.4874999999999998
VINORELBINE	SUNITINIB	A2058	0.1524999999999999
VINORELBINE	TEMOZOLOMIDE	A2058	-5.7700000000000005
VINORELBINE	ZOLINZA	A2058	-2.965
ZOLINZA	ABT-888	A2058	13.57
ZOLINZA	AZD1775	A2058	12.8025
ZOLINZA	BEZ-235	A2058	10.035
ZOLINZA	BORTEZOMIB	A2058	10.2025
ZOLINZA	DASATINIB	A2058	12.5975
ZOLINZA	DINACICLIB	A2058	-1.295
ZOLINZA	ERLOTINIB	A2058	11.455
ZOLINZA	GELDANAMYCIN	A2058	5.415
ZOLINZA	GEMCITABINE	A2058	7.395
ZOLINZA	LAPATINIB	A2058	10.87
ZOLINZA	MK-2206	A2058	9.4175
ZOLINZA	MK-4827	A2058	3.5424999999999995
ZOLINZA	MK-5108	A2058	3.54
ZOLINZA	MK-8669	A2058	11.8775
ZOLINZA	MK-8776	A2058	14.58
ZOLINZA	OXALIPLATIN	A2058	12.2975
ZOLINZA	PD325901	A2058	6.6525
ZOLINZA	SN-38	A2058	8.889999999999999
ZOLINZA	SORAFENIB	A2058	16.835
ZOLINZA	SUNITINIB	A2058	10.6375
ZOLINZA	TEMOZOLOMIDE	A2058	12.335
ZOLINZA	TOPOTECAN	A2058	6.7325
5-FU	ABT-888	A2780	9.3675
5-FU	AZD1775	A2780	14.955
5-FU	BEZ-235	A2780	3.5275
5-FU	BORTEZOMIB	A2780	2.2675
5-FU	DASATINIB	A2780	11.37
5-FU	DINACICLIB	A2780	2.0975
5-FU	ERLOTINIB	A2780	14.84
5-FU	GELDANAMYCIN	A2780	3.29
5-FU	L778123	A2780	2.935
5-FU	LAPATINIB	A2780	14.585
5-FU	MK-2206	A2780	7.524999999999999
5-FU	MK-4827	A2780	6.7625
5-FU	MK-5108	A2780	6.93
5-FU	MK-8669	A2780	6.78
5-FU	MK-8776	A2780	7.9625
5-FU	PD325901	A2780	7.967499999999999
5-FU	SORAFENIB	A2780	4.88
5-FU	SUNITINIB	A2780	9.64
5-FU	TEMOZOLOMIDE	A2780	5.4675
5-FU	ZOLINZA	A2780	6.6275
ABT-888	BEZ-235	A2780	15.114999999999998
ABT-888	DINACICLIB	A2780	6.1425
ABT-888	GELDANAMYCIN	A2780	8.389999999999999
ABT-888	MK-8669	A2780	-15.340000000000002
ABT-888	MK-8776	A2780	15.605
ABT-888	OXALIPLATIN	A2780	14.45
ABT-888	SN-38	A2780	18.45
ABT-888	SORAFENIB	A2780	9.8775
ABT-888	TOPOTECAN	A2780	10.8025
AZD1775	ABT-888	A2780	10.155
AZD1775	BEZ-235	A2780	12.535
AZD1775	BORTEZOMIB	A2780	2.5925
AZD1775	DASATINIB	A2780	19.5325
AZD1775	DINACICLIB	A2780	5.9275
AZD1775	ERLOTINIB	A2780	8.7675
AZD1775	GELDANAMYCIN	A2780	4.58
AZD1775	LAPATINIB	A2780	13.655
AZD1775	MK-2206	A2780	13.29
AZD1775	MK-4827	A2780	9.24
AZD1775	MK-5108	A2780	6.8575
AZD1775	MK-8669	A2780	13.81
AZD1775	MK-8776	A2780	30.69
AZD1775	OXALIPLATIN	A2780	8.555
AZD1775	PD325901	A2780	14.405
AZD1775	SN-38	A2780	8.6075
AZD1775	SORAFENIB	A2780	5.890000000000001
AZD1775	TOPOTECAN	A2780	6.09
BEZ-235	DINACICLIB	A2780	6.8100000000000005
BEZ-235	MK-8776	A2780	12.805
BEZ-235	OXALIPLATIN	A2780	7.629999999999999
BEZ-235	SN-38	A2780	7.3475
BEZ-235	SORAFENIB	A2780	3.95
BORTEZOMIB	ABT-888	A2780	2.9600000000000004
BORTEZOMIB	BEZ-235	A2780	6.984999999999999
BORTEZOMIB	DASATINIB	A2780	5.915
BORTEZOMIB	DINACICLIB	A2780	-0.505
BORTEZOMIB	GELDANAMYCIN	A2780	2.1
BORTEZOMIB	MK-8669	A2780	-5.672499999999999
BORTEZOMIB	MK-8776	A2780	6.3025
BORTEZOMIB	OXALIPLATIN	A2780	8.65
BORTEZOMIB	SN-38	A2780	1.6649999999999998
BORTEZOMIB	SORAFENIB	A2780	3.7375
BORTEZOMIB	TOPOTECAN	A2780	5.32
CARBOPLATIN	ABT-888	A2780	17.195
CARBOPLATIN	AZD1775	A2780	12.5475
CARBOPLATIN	BEZ-235	A2780	10.6225
CARBOPLATIN	BORTEZOMIB	A2780	5.6
CARBOPLATIN	DASATINIB	A2780	14.9325
CARBOPLATIN	DINACICLIB	A2780	6.7375
CARBOPLATIN	ERLOTINIB	A2780	9.745
CARBOPLATIN	GELDANAMYCIN	A2780	5.8925
CARBOPLATIN	L778123	A2780	0.5275000000000001
CARBOPLATIN	LAPATINIB	A2780	12.545
CARBOPLATIN	MK-2206	A2780	8.84
CARBOPLATIN	MK-4827	A2780	7.8075
CARBOPLATIN	MK-5108	A2780	14.2275
CARBOPLATIN	MK-8669	A2780	11.25
CARBOPLATIN	MK-8776	A2780	14.7475
CARBOPLATIN	PD325901	A2780	10.0
CARBOPLATIN	SORAFENIB	A2780	0.11
CARBOPLATIN	SUNITINIB	A2780	8.675
CARBOPLATIN	TEMOZOLOMIDE	A2780	9.4875
CARBOPLATIN	ZOLINZA	A2780	15.8425
CYCLOPHOSPHAMIDE	ABT-888	A2780	10.552499999999998
CYCLOPHOSPHAMIDE	AZD1775	A2780	5.675000000000001
CYCLOPHOSPHAMIDE	BEZ-235	A2780	12.46
CYCLOPHOSPHAMIDE	BORTEZOMIB	A2780	-0.575
CYCLOPHOSPHAMIDE	DASATINIB	A2780	9.3725
CYCLOPHOSPHAMIDE	DINACICLIB	A2780	0.185
CYCLOPHOSPHAMIDE	ERLOTINIB	A2780	5.4225
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A2780	0.415
CYCLOPHOSPHAMIDE	L778123	A2780	6.8925
CYCLOPHOSPHAMIDE	LAPATINIB	A2780	4.7925
CYCLOPHOSPHAMIDE	MK-2206	A2780	9.8775
CYCLOPHOSPHAMIDE	MK-4827	A2780	7.387499999999999
CYCLOPHOSPHAMIDE	MK-5108	A2780	4.6675
CYCLOPHOSPHAMIDE	MK-8669	A2780	9.85
CYCLOPHOSPHAMIDE	MK-8776	A2780	8.667499999999999
CYCLOPHOSPHAMIDE	PD325901	A2780	2.31
CYCLOPHOSPHAMIDE	SORAFENIB	A2780	4.755
CYCLOPHOSPHAMIDE	SUNITINIB	A2780	9.0625
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	A2780	10.5875
CYCLOPHOSPHAMIDE	ZOLINZA	A2780	6.005
DASATINIB	ABT-888	A2780	15.02
DASATINIB	BEZ-235	A2780	13.1475
DASATINIB	DINACICLIB	A2780	6.3375
DASATINIB	GELDANAMYCIN	A2780	6.065
DASATINIB	MK-8669	A2780	18.115
DASATINIB	MK-8776	A2780	19.9175
DASATINIB	OXALIPLATIN	A2780	6.477499999999999
DASATINIB	SN-38	A2780	17.247500000000002
DASATINIB	SORAFENIB	A2780	9.085
DASATINIB	TOPOTECAN	A2780	6.82
DEXAMETHASONE	ABT-888	A2780	5.6075
DEXAMETHASONE	AZD1775	A2780	5.2525
DEXAMETHASONE	BEZ-235	A2780	15.267500000000002
DEXAMETHASONE	BORTEZOMIB	A2780	-0.5499999999999999
DEXAMETHASONE	DASATINIB	A2780	7.890000000000001
DEXAMETHASONE	DINACICLIB	A2780	0.0775
DEXAMETHASONE	ERLOTINIB	A2780	4.62
DEXAMETHASONE	GELDANAMYCIN	A2780	3.3025
DEXAMETHASONE	L778123	A2780	5.3025
DEXAMETHASONE	LAPATINIB	A2780	6.550000000000001
DEXAMETHASONE	MK-2206	A2780	8.0975
DEXAMETHASONE	MK-4827	A2780	8.4175
DEXAMETHASONE	MK-5108	A2780	3.8075
DEXAMETHASONE	MK-8669	A2780	7.5975
DEXAMETHASONE	MK-8776	A2780	6.63
DEXAMETHASONE	PD325901	A2780	7.18
DEXAMETHASONE	SORAFENIB	A2780	3.3575
DEXAMETHASONE	SUNITINIB	A2780	7.1925
DEXAMETHASONE	TEMOZOLOMIDE	A2780	2.565
DEXAMETHASONE	ZOLINZA	A2780	6.262499999999999
DINACICLIB	MK-8776	A2780	4.96
DOXORUBICIN	ABT-888	A2780	8.84
DOXORUBICIN	AZD1775	A2780	6.285
DOXORUBICIN	BEZ-235	A2780	2.3025
DOXORUBICIN	BORTEZOMIB	A2780	4.3325000000000005
DOXORUBICIN	DASATINIB	A2780	6.35
DOXORUBICIN	DINACICLIB	A2780	2.9325
DOXORUBICIN	ERLOTINIB	A2780	5.7925
DOXORUBICIN	GELDANAMYCIN	A2780	2.6425
DOXORUBICIN	L778123	A2780	-1.0025
DOXORUBICIN	LAPATINIB	A2780	7.905
DOXORUBICIN	MK-2206	A2780	3.2175
DOXORUBICIN	MK-4827	A2780	1.21
DOXORUBICIN	MK-5108	A2780	2.3675
DOXORUBICIN	MK-8669	A2780	3.21
DOXORUBICIN	MK-8776	A2780	5.12
DOXORUBICIN	PD325901	A2780	5.9175
DOXORUBICIN	SORAFENIB	A2780	-0.275
DOXORUBICIN	SUNITINIB	A2780	-0.6599999999999999
DOXORUBICIN	TEMOZOLOMIDE	A2780	5.4575000000000005
DOXORUBICIN	ZOLINZA	A2780	4.6125
ERLOTINIB	ABT-888	A2780	10.765
ERLOTINIB	BEZ-235	A2780	13.267499999999998
ERLOTINIB	BORTEZOMIB	A2780	2.865
ERLOTINIB	DASATINIB	A2780	11.29
ERLOTINIB	DINACICLIB	A2780	6.875
ERLOTINIB	GELDANAMYCIN	A2780	5.605
ERLOTINIB	MK-8669	A2780	14.5375
ERLOTINIB	MK-8776	A2780	21.595
ERLOTINIB	OXALIPLATIN	A2780	1.315
ERLOTINIB	PD325901	A2780	12.255
ERLOTINIB	SN-38	A2780	18.505000000000003
ERLOTINIB	SORAFENIB	A2780	7.12
ERLOTINIB	TOPOTECAN	A2780	11.41
ETOPOSIDE	ABT-888	A2780	7.6875
ETOPOSIDE	AZD1775	A2780	5.6425
ETOPOSIDE	BEZ-235	A2780	0.8725
ETOPOSIDE	BORTEZOMIB	A2780	3.865
ETOPOSIDE	DASATINIB	A2780	8.865
ETOPOSIDE	DINACICLIB	A2780	2.16
ETOPOSIDE	ERLOTINIB	A2780	7.5
ETOPOSIDE	GELDANAMYCIN	A2780	2.94
ETOPOSIDE	LAPATINIB	A2780	10.5075
ETOPOSIDE	MK-2206	A2780	4.3925
ETOPOSIDE	MK-4827	A2780	1.1825
ETOPOSIDE	MK-5108	A2780	3.0075000000000003
ETOPOSIDE	MK-8669	A2780	2.1975
ETOPOSIDE	MK-8776	A2780	6.28
ETOPOSIDE	PD325901	A2780	6.0275
ETOPOSIDE	SORAFENIB	A2780	1.57
ETOPOSIDE	SUNITINIB	A2780	1.9
ETOPOSIDE	TEMOZOLOMIDE	A2780	4.9125
ETOPOSIDE	ZOLINZA	A2780	4.775
GELDANAMYCIN	BEZ-235	A2780	6.5225
GELDANAMYCIN	DINACICLIB	A2780	0.04
GELDANAMYCIN	MK-8776	A2780	6.237500000000001
GELDANAMYCIN	OXALIPLATIN	A2780	6.9175
GELDANAMYCIN	SN-38	A2780	5.4075
GELDANAMYCIN	SORAFENIB	A2780	1.6725000000000003
GELDANAMYCIN	TOPOTECAN	A2780	2.93
GEMCITABINE	ABT-888	A2780	-2.0475000000000003
GEMCITABINE	AZD1775	A2780	4.725
GEMCITABINE	BEZ-235	A2780	-1.5825
GEMCITABINE	BORTEZOMIB	A2780	-0.09
GEMCITABINE	DASATINIB	A2780	2.2425
GEMCITABINE	DINACICLIB	A2780	0.4125
GEMCITABINE	ERLOTINIB	A2780	-0.1475
GEMCITABINE	GELDANAMYCIN	A2780	-1.9475
GEMCITABINE	LAPATINIB	A2780	-0.6825
GEMCITABINE	MK-2206	A2780	-0.24
GEMCITABINE	MK-4827	A2780	-2.3475
GEMCITABINE	MK-5108	A2780	-2.4275
GEMCITABINE	MK-8669	A2780	-0.5625
GEMCITABINE	MK-8776	A2780	6.815
GEMCITABINE	PD325901	A2780	1.0325
GEMCITABINE	SORAFENIB	A2780	-2.155
GEMCITABINE	SUNITINIB	A2780	-1.1925
GEMCITABINE	TEMOZOLOMIDE	A2780	-1.1075
L778123	ABT-888	A2780	7.0775
L778123	AZD1775	A2780	11.0675
L778123	BEZ-235	A2780	3.7075
L778123	BORTEZOMIB	A2780	1.825
L778123	DASATINIB	A2780	12.22
L778123	DINACICLIB	A2780	3.665
L778123	ERLOTINIB	A2780	7.725
L778123	ETOPOSIDE	A2780	-1.17
L778123	GELDANAMYCIN	A2780	4.63
L778123	GEMCITABINE	A2780	-3.7725
L778123	LAPATINIB	A2780	9.02
L778123	MK-2206	A2780	10.1025
L778123	MK-4827	A2780	-0.1875
L778123	MK-5108	A2780	7.380000000000001
L778123	MK-8669	A2780	-2.8475
L778123	MK-8776	A2780	10.62
L778123	OXALIPLATIN	A2780	4.327500000000001
L778123	PD325901	A2780	9.265
L778123	SN-38	A2780	3.24
L778123	SORAFENIB	A2780	1.9875000000000005
L778123	SUNITINIB	A2780	5.329999999999999
L778123	TEMOZOLOMIDE	A2780	6.404999999999999
L778123	TOPOTECAN	A2780	0.0274999999999999
L778123	VINORELBINE	A2780	3.7625
L778123	ZOLINZA	A2780	5.0
LAPATINIB	ABT-888	A2780	12.84
LAPATINIB	BEZ-235	A2780	14.4275
LAPATINIB	BORTEZOMIB	A2780	6.0825
LAPATINIB	DASATINIB	A2780	19.9425
LAPATINIB	DINACICLIB	A2780	6.050000000000001
LAPATINIB	ERLOTINIB	A2780	9.3125
LAPATINIB	GELDANAMYCIN	A2780	6.4725
LAPATINIB	MK-2206	A2780	15.79
LAPATINIB	MK-4827	A2780	11.495
LAPATINIB	MK-5108	A2780	11.1875
LAPATINIB	MK-8669	A2780	15.482500000000002
LAPATINIB	MK-8776	A2780	14.8775
LAPATINIB	OXALIPLATIN	A2780	6.1975
LAPATINIB	PD325901	A2780	15.995
LAPATINIB	SN-38	A2780	22.6625
LAPATINIB	SORAFENIB	A2780	7.6375
LAPATINIB	TOPOTECAN	A2780	8.9025
METFORMIN	ABT-888	A2780	4.4375
METFORMIN	AZD1775	A2780	12.0525
METFORMIN	BEZ-235	A2780	13.0
METFORMIN	BORTEZOMIB	A2780	-1.4425
METFORMIN	DASATINIB	A2780	10.9225
METFORMIN	DINACICLIB	A2780	1.6125
METFORMIN	ERLOTINIB	A2780	6.607500000000001
METFORMIN	GELDANAMYCIN	A2780	0.0725000000000001
METFORMIN	L778123	A2780	4.967499999999999
METFORMIN	LAPATINIB	A2780	7.157500000000001
METFORMIN	MK-2206	A2780	11.79
METFORMIN	MK-4827	A2780	9.74
METFORMIN	MK-5108	A2780	9.355
METFORMIN	MK-8669	A2780	11.245
METFORMIN	MK-8776	A2780	8.5
METFORMIN	PD325901	A2780	3.3375000000000004
METFORMIN	SORAFENIB	A2780	6.8100000000000005
METFORMIN	SUNITINIB	A2780	12.3275
METFORMIN	TEMOZOLOMIDE	A2780	3.4799999999999995
METFORMIN	ZOLINZA	A2780	6.647500000000001
METHOTREXATE	ABT-888	A2780	0.8975
METHOTREXATE	AZD1775	A2780	2.59
METHOTREXATE	BEZ-235	A2780	-1.0275
METHOTREXATE	BORTEZOMIB	A2780	-0.5125
METHOTREXATE	DASATINIB	A2780	0.8075
METHOTREXATE	DINACICLIB	A2780	0.8624999999999998
METHOTREXATE	ERLOTINIB	A2780	1.7525
METHOTREXATE	GELDANAMYCIN	A2780	-2.3575
METHOTREXATE	L778123	A2780	-2.3825
METHOTREXATE	LAPATINIB	A2780	1.185
METHOTREXATE	MK-2206	A2780	1.525
METHOTREXATE	MK-4827	A2780	-0.8225
METHOTREXATE	MK-5108	A2780	0.5125000000000001
METHOTREXATE	MK-8669	A2780	-2.3125
METHOTREXATE	MK-8776	A2780	1.58
METHOTREXATE	PD325901	A2780	-2.1825
METHOTREXATE	SORAFENIB	A2780	0.235
METHOTREXATE	SUNITINIB	A2780	-1.715
METHOTREXATE	TEMOZOLOMIDE	A2780	6.28
METHOTREXATE	ZOLINZA	A2780	-1.7075
MITOMYCINE	ABT-888	A2780	6.0475
MITOMYCINE	AZD1775	A2780	6.647500000000001
MITOMYCINE	BEZ-235	A2780	3.0825
MITOMYCINE	BORTEZOMIB	A2780	2.5425
MITOMYCINE	DASATINIB	A2780	8.235
MITOMYCINE	DINACICLIB	A2780	3.2375000000000003
MITOMYCINE	ERLOTINIB	A2780	-10.3175
MITOMYCINE	GELDANAMYCIN	A2780	0.7699999999999998
MITOMYCINE	L778123	A2780	-6.702500000000001
MITOMYCINE	LAPATINIB	A2780	8.942499999999999
MITOMYCINE	MK-2206	A2780	4.9975
MITOMYCINE	MK-4827	A2780	1.3175
MITOMYCINE	MK-5108	A2780	0.2774999999999999
MITOMYCINE	MK-8669	A2780	4.022500000000001
MITOMYCINE	MK-8776	A2780	9.2575
MITOMYCINE	PD325901	A2780	3.94
MITOMYCINE	SORAFENIB	A2780	-14.597499999999998
MITOMYCINE	SUNITINIB	A2780	2.0325
MITOMYCINE	TEMOZOLOMIDE	A2780	4.2875
MITOMYCINE	ZOLINZA	A2780	5.285
MK-2206	ABT-888	A2780	25.6075
MK-2206	BEZ-235	A2780	12.5725
MK-2206	BORTEZOMIB	A2780	12.3775
MK-2206	DASATINIB	A2780	21.5725
MK-2206	DINACICLIB	A2780	3.0650000000000004
MK-2206	ERLOTINIB	A2780	14.845
MK-2206	GELDANAMYCIN	A2780	13.18
MK-2206	MK-8669	A2780	10.025
MK-2206	MK-8776	A2780	14.4225
MK-2206	OXALIPLATIN	A2780	7.08
MK-2206	PD325901	A2780	22.86
MK-2206	SN-38	A2780	8.205
MK-2206	SORAFENIB	A2780	7.4725
MK-2206	TOPOTECAN	A2780	5.845
MK-4541	5-FU	A2780	10.27
MK-4541	ABT-888	A2780	12.98
MK-4541	AZD1775	A2780	6.535
MK-4541	BEZ-235	A2780	14.0675
MK-4541	BORTEZOMIB	A2780	3.5025
MK-4541	CARBOPLATIN	A2780	11.115
MK-4541	CYCLOPHOSPHAMIDE	A2780	5.5
MK-4541	DASATINIB	A2780	13.27
MK-4541	DEXAMETHASONE	A2780	3.97
MK-4541	DINACICLIB	A2780	6.504999999999999
MK-4541	DOXORUBICIN	A2780	7.342499999999999
MK-4541	ERLOTINIB	A2780	28.4425
MK-4541	ETOPOSIDE	A2780	5.23
MK-4541	GELDANAMYCIN	A2780	8.895
MK-4541	GEMCITABINE	A2780	-1.325
MK-4541	L778123	A2780	8.6525
MK-4541	LAPATINIB	A2780	12.7175
MK-4541	METFORMIN	A2780	5.2825
MK-4541	METHOTREXATE	A2780	4.7875
MK-4541	MITOMYCINE	A2780	4.9375
MK-4541	MK-2206	A2780	15.4875
MK-4541	MK-4827	A2780	10.677499999999998
MK-4541	MK-5108	A2780	4.01
MK-4541	MK-8669	A2780	18.43
MK-4541	MK-8776	A2780	9.5225
MK-4541	MRK-003	A2780	11.27
MK-4541	OXALIPLATIN	A2780	8.885
MK-4541	PACLITAXEL	A2780	4.11
MK-4541	PD325901	A2780	13.9875
MK-4541	SN-38	A2780	8.407499999999999
MK-4541	SORAFENIB	A2780	5.78
MK-4541	SUNITINIB	A2780	6.5975
MK-4541	TEMOZOLOMIDE	A2780	3.6975
MK-4541	TOPOTECAN	A2780	10.635
MK-4541	VINBLASTINE	A2780	2.6325
MK-4541	VINORELBINE	A2780	2.7875
MK-4541	ZOLINZA	A2780	7.6625
MK-4827	ABT-888	A2780	-1.995
MK-4827	BEZ-235	A2780	5.06
MK-4827	BORTEZOMIB	A2780	3.97
MK-4827	DASATINIB	A2780	12.2425
MK-4827	DINACICLIB	A2780	6.2175
MK-4827	ERLOTINIB	A2780	7.145
MK-4827	GELDANAMYCIN	A2780	3.75
MK-4827	MK-2206	A2780	8.56
MK-4827	MK-8669	A2780	5.535
MK-4827	MK-8776	A2780	11.5625
MK-4827	OXALIPLATIN	A2780	8.1375
MK-4827	PD325901	A2780	10.065
MK-4827	SN-38	A2780	13.59
MK-4827	SORAFENIB	A2780	3.085
MK-4827	TOPOTECAN	A2780	3.61
MK-5108	ABT-888	A2780	10.7425
MK-5108	BEZ-235	A2780	8.0975
MK-5108	BORTEZOMIB	A2780	3.55
MK-5108	DASATINIB	A2780	14.515
MK-5108	DINACICLIB	A2780	2.175
MK-5108	ERLOTINIB	A2780	11.2
MK-5108	GELDANAMYCIN	A2780	3.6225
MK-5108	MK-2206	A2780	9.4275
MK-5108	MK-4827	A2780	8.025
MK-5108	MK-8669	A2780	18.5875
MK-5108	MK-8776	A2780	10.0125
MK-5108	OXALIPLATIN	A2780	9.95
MK-5108	PD325901	A2780	8.95
MK-5108	SN-38	A2780	5.52
MK-5108	SORAFENIB	A2780	5.15
MK-5108	TOPOTECAN	A2780	5.2325
MK-8669	BEZ-235	A2780	8.125
MK-8669	DINACICLIB	A2780	12.805
MK-8669	GELDANAMYCIN	A2780	-5.31
MK-8669	MK-8776	A2780	23.3975
MK-8669	OXALIPLATIN	A2780	5.6875
MK-8669	SN-38	A2780	6.640000000000001
MK-8669	SORAFENIB	A2780	6.165000000000001
MK-8669	TOPOTECAN	A2780	4.2725
MRK-003	5-FU	A2780	12.1675
MRK-003	ABT-888	A2780	12.69
MRK-003	AZD1775	A2780	13.0325
MRK-003	BEZ-235	A2780	13.585
MRK-003	BORTEZOMIB	A2780	3.6675
MRK-003	CARBOPLATIN	A2780	12.6475
MRK-003	CYCLOPHOSPHAMIDE	A2780	6.2125
MRK-003	DASATINIB	A2780	18.685
MRK-003	DEXAMETHASONE	A2780	7.1975
MRK-003	DINACICLIB	A2780	4.16
MRK-003	DOXORUBICIN	A2780	6.5375
MRK-003	ERLOTINIB	A2780	12.625
MRK-003	ETOPOSIDE	A2780	5.362500000000001
MRK-003	GELDANAMYCIN	A2780	2.5425
MRK-003	GEMCITABINE	A2780	0.5650000000000001
MRK-003	L778123	A2780	6.305
MRK-003	LAPATINIB	A2780	16.3925
MRK-003	METFORMIN	A2780	13.4675
MRK-003	METHOTREXATE	A2780	0.4475
MRK-003	MITOMYCINE	A2780	5.5225
MRK-003	MK-2206	A2780	17.8825
MRK-003	MK-4827	A2780	12.72
MRK-003	MK-5108	A2780	9.2375
MRK-003	MK-8669	A2780	15.7275
MRK-003	MK-8776	A2780	12.3175
MRK-003	OXALIPLATIN	A2780	2.8625
MRK-003	PACLITAXEL	A2780	12.3075
MRK-003	PD325901	A2780	10.85
MRK-003	SN-38	A2780	16.5825
MRK-003	SORAFENIB	A2780	7.842499999999999
MRK-003	SUNITINIB	A2780	9.88
MRK-003	TEMOZOLOMIDE	A2780	10.745
MRK-003	TOPOTECAN	A2780	10.3225
MRK-003	VINBLASTINE	A2780	10.24
MRK-003	VINORELBINE	A2780	5.2225
MRK-003	ZOLINZA	A2780	6.865
OXALIPLATIN	DINACICLIB	A2780	8.085
OXALIPLATIN	MK-8776	A2780	17.7075
OXALIPLATIN	SORAFENIB	A2780	2.4975
PACLITAXEL	ABT-888	A2780	4.2925
PACLITAXEL	AZD1775	A2780	4.19
PACLITAXEL	BEZ-235	A2780	1.525
PACLITAXEL	BORTEZOMIB	A2780	0.54
PACLITAXEL	DASATINIB	A2780	10.215000000000002
PACLITAXEL	DINACICLIB	A2780	2.8525
PACLITAXEL	ERLOTINIB	A2780	3.385
PACLITAXEL	GELDANAMYCIN	A2780	-0.4075
PACLITAXEL	L778123	A2780	3.1
PACLITAXEL	LAPATINIB	A2780	5.005
PACLITAXEL	MK-2206	A2780	6.175
PACLITAXEL	MK-4827	A2780	0.7075
PACLITAXEL	MK-5108	A2780	12.9
PACLITAXEL	MK-8669	A2780	4.8975
PACLITAXEL	MK-8776	A2780	3.1525
PACLITAXEL	PD325901	A2780	2.3075
PACLITAXEL	SORAFENIB	A2780	4.077500000000001
PACLITAXEL	SUNITINIB	A2780	4.635
PACLITAXEL	TEMOZOLOMIDE	A2780	0.1325
PACLITAXEL	ZOLINZA	A2780	3.87
PD325901	ABT-888	A2780	13.44
PD325901	BEZ-235	A2780	13.815
PD325901	BORTEZOMIB	A2780	5.6775
PD325901	DASATINIB	A2780	22.1125
PD325901	DINACICLIB	A2780	3.0275
PD325901	GELDANAMYCIN	A2780	6.1850000000000005
PD325901	MK-8669	A2780	13.4075
PD325901	MK-8776	A2780	14.845
PD325901	OXALIPLATIN	A2780	12.825
PD325901	SN-38	A2780	8.7675
PD325901	SORAFENIB	A2780	11.06
PD325901	TOPOTECAN	A2780	6.405
SN-38	DINACICLIB	A2780	2.1725
SN-38	MK-8776	A2780	8.8525
SN-38	SORAFENIB	A2780	7.3325
SORAFENIB	DINACICLIB	A2780	0.8375
SORAFENIB	MK-8776	A2780	6.699999999999999
SUNITINIB	ABT-888	A2780	15.3025
SUNITINIB	AZD1775	A2780	3.7125
SUNITINIB	BEZ-235	A2780	10.045
SUNITINIB	BORTEZOMIB	A2780	6.9375
SUNITINIB	DASATINIB	A2780	14.6675
SUNITINIB	DINACICLIB	A2780	6.074999999999999
SUNITINIB	ERLOTINIB	A2780	12.295000000000002
SUNITINIB	GELDANAMYCIN	A2780	6.324999999999999
SUNITINIB	LAPATINIB	A2780	17.6
SUNITINIB	MK-2206	A2780	11.9075
SUNITINIB	MK-4827	A2780	0.6024999999999999
SUNITINIB	MK-5108	A2780	3.4125
SUNITINIB	MK-8669	A2780	9.8
SUNITINIB	MK-8776	A2780	13.665
SUNITINIB	OXALIPLATIN	A2780	8.185
SUNITINIB	PD325901	A2780	13.9875
SUNITINIB	SN-38	A2780	9.075
SUNITINIB	SORAFENIB	A2780	2.2025
SUNITINIB	TEMOZOLOMIDE	A2780	13.989999999999998
SUNITINIB	TOPOTECAN	A2780	2.3125
TEMOZOLOMIDE	ABT-888	A2780	33.625
TEMOZOLOMIDE	AZD1775	A2780	13.665
TEMOZOLOMIDE	BEZ-235	A2780	12.445
TEMOZOLOMIDE	BORTEZOMIB	A2780	1.385
TEMOZOLOMIDE	DASATINIB	A2780	11.6925
TEMOZOLOMIDE	DINACICLIB	A2780	8.08
TEMOZOLOMIDE	ERLOTINIB	A2780	19.095
TEMOZOLOMIDE	GELDANAMYCIN	A2780	2.81
TEMOZOLOMIDE	LAPATINIB	A2780	19.0625
TEMOZOLOMIDE	MK-2206	A2780	11.2525
TEMOZOLOMIDE	MK-4827	A2780	27.73
TEMOZOLOMIDE	MK-5108	A2780	4.6850000000000005
TEMOZOLOMIDE	MK-8669	A2780	-3.515
TEMOZOLOMIDE	MK-8776	A2780	9.635
TEMOZOLOMIDE	OXALIPLATIN	A2780	10.795
TEMOZOLOMIDE	PD325901	A2780	9.2875
TEMOZOLOMIDE	SN-38	A2780	8.365
TEMOZOLOMIDE	SORAFENIB	A2780	5.8125
TEMOZOLOMIDE	TOPOTECAN	A2780	10.4575
TOPOTECAN	BEZ-235	A2780	2.655
TOPOTECAN	DINACICLIB	A2780	4.4625
TOPOTECAN	MK-8776	A2780	7.26
TOPOTECAN	SORAFENIB	A2780	3.1125
VINBLASTINE	ABT-888	A2780	0.3824999999999998
VINBLASTINE	AZD1775	A2780	8.9975
VINBLASTINE	BEZ-235	A2780	8.685
VINBLASTINE	BORTEZOMIB	A2780	1.1525
VINBLASTINE	DASATINIB	A2780	8.5075
VINBLASTINE	DINACICLIB	A2780	1.9325
VINBLASTINE	ERLOTINIB	A2780	8.19
VINBLASTINE	GELDANAMYCIN	A2780	1.8775
